Year,NEP,GPP,NPP,RH,estabc,negc_fluxes,firec,area,harvestc,prod_turnoverc,NBP,transp,evap,interc,wd,CH4 emiss.,CH4 sink,CH4 fire,CH4 rice,prec,SoilC,SoilC_slow,LitC,VegC,Soil_CH4,ProductC,nuptake,ndemand,nlosses,ninflux,estabn,negn_fluxes,firen,harvestN,prod_turnovern,SoilN,SoilN_slow,LitN,VegN,SoilNH4,SoilNO3,ProductN,estab_storageC,estab_storageN
(AD),(2.67018e+09 gC/yr),(2.67018e+09 gC/yr),(2.67018e+09 gC/yr),(2.67018e+09 gC/yr),(2.67018e+09 gC/yr),(2.67018e+09 gC/yr),(2.67018e+09 gC/yr),(m2),(2.67018e+09 gC/yr),(2.67018e+09 gC/yr),(2.67018e+09 gC/yr),(2.67018e+09 dm3/yr),(2.67018e+09 dm3/yr),(2.67018e+09 dm3/yr),(2.67018e+09 dm3/yr),(2.67018e+09 gCH4/yr),(2.67018e+09 gCH4/yr),(2.67018e+09 gCH4/yr),(2.67018e+09 gCH4/yr),(2.67018e+09 dm3/yr),(2.67018e+09 gCH4),(2.67018e+09 gC),(2.67018e+09 gC),(2.67018e+09 gC),(2.67018e+09 gC),(2.67018e+09 gC),(2.67018e+09 gN/yr),(2.67018e+09 gN/yr),(2.67018e+09 gN/yr),(2.67018e+09 gN/yr),(2.67018e+09 gN/yr),(2.67018e+09 gN/yr),(2.67018e+09 gN/yr),(2.67018e+09 gN/yr),(2.67018e+09 gN/yr),(2.67018e+09 gN),(2.67018e+09 gN),(2.67018e+09 gN),(2.67018e+09 gN),(2.67018e+09 gN),(2.67018e+09 gN),(2.67018e+09 gN),(2.67018e+09 gC),(2.67018e+09 gN)
1554,73.6964,2014.93,642.365,568.669,0.00915747,0,10.8248,1.60211e+07,1.09244,0.301326,61.4857,592.832,47.3249,66.5411,0,0.00263063,-0.000956184,0.051959,0,1003.3,12068.1,4395.83,2575.98,14066.2,0.00444904,30.6074,6.08914,2.15671,1.34991,0.91172,0.000300575,0,0.0296831,0.0137293,0.000974133,323.879,211.317,11.4946,78.4025,0.0620862,0.0298509,0.0988237,240,24
1555,93.1699,2109.33,660.811,567.641,0.0127508,0,10.8781,1.60211e+07,1.07958,0.252822,80.9695,624.588,43.1442,58.1835,0,0.00564546,-0.00197576,0.0522147,0,807.401,12065.9,4391.7,2603.9,14121.7,0.00129258,30.3545,6.47408,2.87939,0.807383,1.59907,0.000424584,-0.00368023,0.0299322,0.0133992,0.000817277,323.688,211.151,11.3867,79.4553,0.055879,0.0352459,0.0980064,240,24
1556,25.3543,2057.73,600.071,574.717,0.0167619,-0.0409117,10.8681,1.60211e+07,1.05989,0.213995,13.2691,622.016,44.486,68.7731,0,0.00175872,-0.000562927,0.0521668,0,965.5,12070.5,4392.77,2601.99,14132.5,0.00165685,30.1405,6.17278,2.47319,1.011,0.994154,0.00055873,-0.00338995,0.0298524,0.0131174,0.000691716,323.522,211.262,11.306,79.6548,0.0503724,0.0317921,0.0973147,240,24
1557,22.7713,2053.53,591.012,568.24,0.0203841,0,10.8678,1.60211e+07,1.01993,0.18291,10.7205,621.857,42.7657,70.3617,0,0.000947742,-0.000234718,0.0521655,0,965.5,12074.7,4391.4,2686.83,14054.4,0.00142291,29.9576,6.02365,2.65826,1.04727,1.30069,0.000676233,-0.00295034,0.02992,0.0126751,0.000591192,323.42,211.251,11.5985,79.6714,0.057182,0.0326637,0.0967235,240,24
1558,35.4201,2017.47,596.755,561.335,0.0230208,-0.0414228,13.915,1.86913e+07,1.08029,0.823347,19.6627,588.823,49.6287,98.1512,0,0.00647852,-0.00224895,0.0522437,0,1392.6,12082.3,4389.64,2722.78,14021.7,0.000991539,38.7322,5.82365,2.71723,1.15972,1.61775,0.000763343,-0.00260605,0.035514,0.0134581,0.00261855,323.812,211.222,12.2513,79.0039,0.0621657,0.0315206,0.124512,240,24
1559,-26.9682,1937.41,542.929,569.898,0.0245143,0,10.8505,1.86913e+07,1.32005,0.672853,-39.7902,578.695,47.9426,108.599,0,0.00633004,-0.00223168,0.0520823,0,1689.2,12096.5,4386.55,2698.75,13992.5,0.00129521,38.0594,6.12685,2.48931,1.20324,1.42518,0.00081278,-0.00233605,0.0300103,0.0170219,0.00214045,324.259,211.134,12.2378,78.7434,0.0648541,0.0338038,0.122372,240,24
1560,48.9458,2033.96,610.891,561.945,0.0260345,0,10.8731,1.86913e+07,1.31858,0.55243,36.2265,584.33,39.7827,75.1366,0,0.00257682,-0.000885257,0.0521911,0,1253.32,12099.8,4389.01,2735.08,13989.6,0.00109686,37.5069,6.58195,3.19249,0.877527,2.70471,0.000863862,-0.00287104,0.0305025,0.0168451,0.00175789,324.457,211.314,12.3574,80.224,0.0520629,0.0323816,0.120614,240,24
1561,26.2147,2083.83,607.045,580.83,0.0269823,0,10.8983,1.86913e+07,1.30324,0.456063,13.5832,621.972,44.3523,71.2705,0,0.00148437,-0.000383825,0.0523121,0,1002.11,12108.6,4391.74,2754.38,13975.5,0.00106761,37.0509,6.49477,2.46448,1.0796,0.914936,0.000895511,-0.00302089,0.0303459,0.0163781,0.00145174,324.625,211.518,12.2855,79.9126,0.0596827,0.0326605,0.119162,240,24
1562,9.05265,2080.2,599.716,590.664,0.0279282,0,10.9024,1.86913e+07,1.27792,0.378941,-3.48126,620.134,47.2441,76.0087,0,0.00536069,-0.00193919,0.0523315,0,1002.1,12124.6,4390.8,2732.77,13978.1,0.000842342,36.6719,6.54417,2.62039,1.01775,1.11855,0.00092744,-0.00296573,0.0302645,0.015924,0.00120674,324.805,211.511,12.0136,80.0677,0.0563003,0.0317037,0.117956,240,24
1563,30.973,2050.26,599.492,568.519,0.0284841,0,10.9284,1.86913e+07,1.19822,0.317215,18.556,599.472,46.0335,78.2555,0,0.00321905,-0.00107688,0.0524565,0,1211.44,12131.3,4389.43,2741.89,13981.2,0.00561436,36.3547,6.24862,2.86311,1.07948,1.75579,0.000945899,-0.00281364,0.0304767,0.0147856,0.00101064,324.86,211.497,12.081,80.5851,0.053702,0.0287663,0.116945,240,24
1564,-51.808,2019.24,542.441,594.249,0.0308301,0,10.8787,1.86913e+07,1.26747,0.267807,-64.1992,624.615,48.7706,69.7141,0,0.01696,-0.00615316,0.0522176,0,965.5,12149.9,4387.72,2664.72,13975.7,0.00230437,36.0869,5.9321,2.33959,1.50354,0.912287,0.00102297,-0.00268175,0.0301401,0.0154025,0.000853673,324.998,211.482,11.6361,80.247,0.0627225,0.0316625,0.116091,240,24
1565,19.5012,2067.9,578.66,559.159,0.0338919,0,10.9025,1.86913e+07,1.19477,0.228251,7.20816,629.322,35.6077,43.3013,0,0.00306933,-0.00123107,0.0523319,0,625.5,12137.8,4389.95,2680.15,13979.9,0.000167222,35.8587,6.32095,2.94341,0.902401,1.62641,0.00112538,-0.00283911,0.0304386,0.0147233,0.000728009,324.767,211.653,11.782,80.9902,0.0422827,0.0765834,0.115363,240,24
1566,19.0847,2025.41,588.803,569.718,0.029879,0,13.9208,2.13615e+07,1.21068,0.856631,3.12629,607.007,41.6387,51.4845,0,0.000460815,-0.000129352,0.0523867,0,732.322,12137.5,4392.4,2693.39,13961.4,8.06741e-05,44.5239,6.13672,2.63311,1.17625,1.36754,0.000992281,-0.00273635,0.035901,0.014853,0.00272757,325.134,211.837,12.3067,80.2193,0.0376519,0.0743148,0.142933,240,24
1567,57.4809,2142.13,636.03,578.55,0.0333248,0,10.9711,2.13615e+07,1.57828,0.701744,44.2632,602.632,34.4406,62.3685,0,-4.92677e-05,-7.51778e-05,0.0526611,0,848.2,12141.6,4395,2646.36,14049.4,0.000297239,43.8221,6.95415,3.0442,0.724823,1.92007,0.00111038,-0.00274549,0.0309301,0.0198381,0.00223486,325.424,212.027,12.0314,81.3478,0.0500001,0.0675982,0.140698,240,24
1568,-13.9201,2001.62,553.522,567.442,0.0301291,0,10.9655,2.13615e+07,1.5072,0.577801,-26.9422,603.822,46.5345,68.2169,0,0.00359297,-0.00132441,0.0526344,0,1003.3,12151.8,4397.51,2658.81,14000.3,0.0028417,43.2443,6.41313,2.29719,1.11666,0.739344,0.00100022,-0.00263924,0.0306882,0.018992,0.00184059,325.787,212.22,12.1795,80.4296,0.0708617,0.0303562,0.138857,240,24
1569,-66.0928,1964.98,506.368,572.461,0.0339057,0,10.9287,2.13615e+07,1.46029,0.478614,-78.933,611.324,37.6732,48.4693,0,0.0138382,-0.00525728,0.0524578,0,598.553,12153.8,4400.06,2602.6,13976.1,0.00019001,42.7657,6.00205,2.29557,1.5547,1.13742,0.00112485,-0.00262965,0.0304176,0.0182515,0.00152507,325.942,212.426,11.8487,80.0958,0.0502261,0.0990551,0.137332,240,24
1570,-1.55111,2026.48,560.617,562.168,0.0337937,0,10.941,2.13615e+07,1.40914,0.399232,-14.2668,577.461,35.0762,66.2124,0,0.000165728,-9.34848e-05,0.0525169,0,975.5,12144.3,4402.36,2589.04,13985.3,0.0033808,42.3665,6.65213,2.83953,0.902619,2.04333,0.00112176,-0.0025848,0.0308343,0.0171657,0.00127255,325.856,212.604,11.7003,81.4676,0.076356,0.0311818,0.13606,240,24
1571,69.3315,2119.91,629.517,560.186,0.0298407,0,10.9969,2.13615e+07,1.40887,0.335693,56.6185,605.624,45.3306,75.6956,0,0.00290417,-0.000980432,0.0527849,0,1037,12145.6,4404.71,2632.01,13998,0.000178587,42.0308,6.2226,2.78895,1.13921,1.45326,0.000990851,-0.00257578,0.0309476,0.0172162,0.00107043,325.924,212.781,11.8606,81.5193,0.0466507,0.0502873,0.134989,240,24
1572,61.6146,2135.74,633.054,571.439,0.0300496,0,11.0385,2.13615e+07,1.37425,0.28483,48.9465,626.713,42.1585,79.0605,0,0.0012348,-0.00041435,0.0529849,0,1026.8,12149.1,4399.49,2683.53,13992.2,0.00314177,41.7459,6.28126,2.60063,1.19124,1.29051,0.000998324,-0.00230236,0.0309278,0.0167646,0.000908625,326.016,212.52,12.0205,81.3358,0.0521231,0.0318265,0.13408,240,24
1573,-6.11695,2076.22,577.741,583.858,0.030335,0,11.0242,2.13615e+07,1.32612,0.244107,-18.6832,615.792,42.9287,70.6548,0,0.00453618,-0.00168535,0.0529162,0,1002.2,12160.1,4402.27,2665.79,13980.5,0.001178,41.5018,6.45138,2.53116,1.02081,0.673156,0.00100691,-0.00246911,0.0306875,0.0162859,0.000779079,326.083,212.724,11.7472,81.1435,0.0584731,0.0325963,0.133301,240,24
1574,41.6121,2083.21,606.323,564.711,0.0303617,0,11.0541,2.13615e+07,1.27079,0.211495,29.1044,590.521,40.9571,84.2179,0,0.00356845,-0.00130281,0.0530596,0,1211.5,12163.3,4404.7,2687.87,13984.6,0.00119885,41.2903,6.14221,2.93172,1.12316,1.80709,0.00100794,-0.00248192,0.0309498,0.0153835,0.000675337,326.084,212.903,11.8828,81.6603,0.0482667,0.0309062,0.132626,240,24
1575,-1.19768,2029.53,572.406,573.604,0.0306213,0,14.0294,2.40316e+07,1.3354,0.843236,-17.3762,600.155,48.0967,71.0906,0,0.00216739,-0.000662718,0.0529558,0,1002.87,12175.3,4402.69,2668.15,13966.3,0.0013182,49.9373,6.04295,2.51744,1.22158,1.10154,0.00101626,-0.00208566,0.0362371,0.0164175,0.00269438,326.598,212.849,12.2325,80.5839,0.0606995,0.0313166,0.160257,240,24
1576,-53.0159,1966.56,526.057,579.073,0.037312,0,10.9761,2.40316e+07,1.614,0.693215,-66.2658,579.673,46.4964,83.794,0,0.0080812,-0.0029304,0.0526853,0,1107.45,12186.7,4402,2600.68,13956.8,0.00132477,49.2441,6.70374,2.57357,0.89358,1.2355,0.00123849,-0.0020795,0.0308457,0.0202595,0.0022153,327.009,212.88,11.9669,80.7265,0.0649456,0.033173,0.158042,240,24
1577,-32.992,2017.68,536.209,569.201,0.0426701,0,10.9342,2.40316e+07,1.65685,0.57316,-46.1168,615.837,47.2455,74.879,0,0.0068488,-0.00249371,0.0524842,0,1002.1,12186.4,4400.12,2554.79,13957.4,0.00137599,48.6709,6.62874,2.91559,1.00301,1.78304,0.00141697,-0.002145,0.0309522,0.0206948,0.00183191,327.193,212.846,11.7634,81.475,0.0661401,0.0344302,0.15621,240,24
1578,20.5915,2063.95,573.88,553.289,0.0477375,0,10.9412,2.40316e+07,1.6072,0.477079,7.6093,625.27,38.0098,49.7232,0,0.00955956,-0.00359456,0.0525176,0,625.5,12171.6,4402.23,2574.19,13961,0.000187282,48.1939,6.67355,2.69455,0.862283,0.900869,0.00158625,-0.00252119,0.0308973,0.0200473,0.00152508,327.139,213.014,11.8534,81.4062,0.0413269,0.0838051,0.154685,240,24
1579,52.0157,2109.64,619.341,567.325,0.0413328,0,10.989,2.40316e+07,1.54596,0.400178,39.1221,591.072,35.9699,58.3557,0,-5.13263e-05,-9.59707e-05,0.0527471,0,776.1,12164,4404.59,2619.72,13962.6,7.29656e-05,47.7937,6.81211,2.42953,0.788272,0.863067,0.00137359,-0.00271962,0.0309343,0.0192475,0.0012795,327.135,213.198,11.8606,81.4156,0.0490007,0.0923187,0.153405,240,24
1580,-16.9684,2059.9,559.653,576.621,0.0345937,0,10.971,2.40316e+07,1.55519,0.338619,-29.7989,615.237,41.4056,67.9175,0,0.000493228,-0.000136301,0.052661,0,965.347,12169.9,4407.19,2592.41,13954.6,0.00136173,47.4551,6.41429,2.25778,1.15898,0.493172,0.0011485,-0.00283286,0.0306312,0.0189884,0.00108291,327.201,213.394,11.6227,80.9264,0.0602985,0.0302209,0.152322,240,24
1581,-3.55462,1975.62,550.871,554.425,0.032714,0,10.975,2.40316e+07,1.43242,0.289336,-16.2204,579.595,42.0386,79.9177,0,0.003692,-0.00132812,0.0526799,0,1253.4,12170,4405.96,2577.17,13953.8,0.00344752,47.1657,5.89017,2.55882,1.36662,1.38549,0.00108563,-0.00263105,0.0306479,0.0179395,0.000925527,327.204,213.369,11.5589,80.9716,0.051324,0.0293685,0.151397,240,24
1582,0.142436,2012.53,568.228,568.086,0.0383865,0,10.9595,2.40316e+07,1.40118,0.249872,-12.4331,597.023,48.9036,71.2459,0,0.00710534,-0.00258953,0.0526057,0,1002.95,12172.4,4406.84,2558.79,13957.5,0.00102902,46.9159,6.3063,2.64784,1.02239,1.47691,0.00127479,-0.00256884,0.030734,0.0170642,0.0007995,327.187,213.471,11.4144,81.5339,0.0600278,0.0307324,0.150597,240,24
1583,45.1408,2094.4,604.876,559.736,0.0354066,0,10.987,2.40316e+07,1.44142,0.218264,32.5257,610.617,37.8938,48.4227,0,0.00831321,-0.00317379,0.0527374,0,597.632,12167,4409.13,2588.99,13965.5,0.000192665,46.6976,6.26932,2.82104,0.97154,1.18592,0.00117595,-0.00283227,0.0308202,0.0175447,0.000698559,327.075,213.645,11.5181,81.6825,0.0365805,0.0830578,0.149899,240,24
1584,32.5019,2116.47,603.844,571.342,0.0316651,0,13.9988,2.67018e+07,1.54117,0.849543,16.1441,602.671,33.8913,60.9791,0,-3.58773e-05,-7.10989e-05,0.0528365,0,807.5,12165.7,4411.57,2612.22,13951.1,0.000181901,55.3201,6.7181,2.58043,0.620227,0.756842,0.0010514,-0.00277902,0.0363212,0.0193095,0.00271998,327.452,213.83,12.0967,80.7762,0.0430764,0.0825021,0.177506,240,24
1585,-27.5773,2040.43,537.909,565.487,0.38711,0,11.0416,2.67018e+07,1.75036,0.700403,-40.6824,576.497,29.5708,52.404,0,-4.77472e-05,-8.75529e-05,0.0529996,0,695.645,12162.9,4413.92,2621.78,13904.4,0.000169023,54.6197,6.74391,2.82598,0.367788,1.35721,0.0128793,-0.00261679,0.0312833,0.0220035,0.00224264,327.736,214.007,12.2628,80.7685,0.0738556,0.560992,0.175263,240,24
1586,-19.179,1904.77,539.405,558.584,0.278652,0,11.0267,2.67018e+07,1.70344,0.58105,-32.2168,507.899,76.0347,76.2777,0,0.011005,-0.00400776,0.0529282,0,1220.15,12152.6,4411.84,2596.54,13908.3,0.000430401,54.0386,6.17246,2.34293,1.88673,0.790814,0.00926899,-0.00615969,0.0309847,0.0214824,0.00186063,327.861,213.94,11.9625,80.2316,0.118086,0.0959256,0.173403,240,24
1587,128.324,2063.76,666.082,537.758,0.175211,0,11.091,2.67018e+07,1.70125,0.485526,115.217,569.093,70.1414,69.298,0,0.00778991,-0.00287478,0.0532367,0,1039.6,12133.4,4409.66,2595,14044.8,0.00093554,53.5531,6.11416,3.15596,1.39232,2.80826,0.00583078,-0.00844392,0.0315932,0.0211162,0.00155488,327.703,213.889,11.7814,81.9746,0.112973,0.0744784,0.171848,240,24
1588,38.6765,2033.15,593.717,555.041,0.0959458,0,11.0605,2.67018e+07,1.71838,0.409065,25.5843,548.501,40.1468,33.2188,0,0.00049774,-0.00023276,0.0530904,0,435.843,12127.2,4411.85,2640.1,14031.9,0.000222324,53.144,6.07805,1.89278,1.16355,0.376044,0.0031898,-0.0102729,0.0312749,0.020838,0.00131016,327.686,214.065,11.9484,80.8035,0.0554521,0.327123,0.170538,240,24
1589,60.2212,2097.21,622.256,562.035,0.0140373,0,11.088,2.67018e+07,1.72638,0.347855,47.0731,580.746,34.4516,59.4977,0,-3.68648e-05,-0.000108093,0.0532223,0,807.5,12121.4,4414.13,2664.87,14060.4,0.00017332,52.7962,7.08167,2.39224,0.531273,0.564158,0.000463368,-0.0100728,0.0312952,0.0204586,0.00111425,327.67,214.245,11.9493,80.9519,0.0629077,0.178045,0.169423,240,24
1590,65.7861,2122.66,642.751,576.965,0.00546935,0,11.1074,2.67018e+07,1.628,0.298846,52.7574,590.746,34.3985,59.9353,0,-1.55692e-05,-8.63707e-05,0.0533155,0,776.1,12129.2,4416.7,2748.25,14022.3,0.000187314,52.4973,7.05569,2.65021,0.5693,0.89604,0.000178735,-0.00867338,0.0313565,0.0196546,0.000957383,327.813,214.436,12.241,80.935,0.0428983,0.0648581,0.168466,240,24
1591,-68.8459,1986.47,512.622,581.468,0.0127448,0,11.0607,2.67018e+07,1.6054,0.259598,-81.7588,550.41,29.6737,47.8286,0,-3.18884e-05,-8.69966e-05,0.0530915,0,624.193,12134.5,4419.36,2675.4,14008.3,0.000183482,52.2377,6.60288,2.06779,0.674689,0.29449,0.000420262,-0.00721705,0.0311493,0.0194538,0.000831761,327.809,214.642,11.7471,80.7929,0.0705122,0.253709,0.167634,240,24
1592,-30.2687,1999.68,552.718,582.987,0.0147488,0,11.0022,2.67018e+07,1.5771,0.228158,-43.0625,576.42,43.2203,83.3435,0,0.00210784,-0.000669171,0.0528105,0,1219.97,12149.7,4422.11,2662.49,13963.2,0.00017385,52.0096,6.06798,2.70915,1.51654,1.04418,0.000486725,-0.00604488,0.0308791,0.0190026,0.000731132,327.925,214.84,11.6343,80.4947,0.0550787,0.0481346,0.166903,240,24
1593,1.05358,1987.71,563.209,562.155,0.0180433,0,13.9783,2.9372e+07,1.54699,0.859786,-15.3163,575.014,42.8079,79.0019,0,0.0060393,-0.00215025,0.0527333,0,1107.68,12151.9,4416.29,2663.73,13935.9,0.00410528,60.625,5.86259,2.5176,1.34443,1.02905,0.000596696,-0.0046183,0.0361758,0.0187746,0.00275586,328.255,214.581,12.097,79.3187,0.0578786,0.0332907,0.194519,240,24
1594,-28.0369,2034.5,559.842,587.879,0.0211035,0,10.9341,2.9372e+07,1.9536,0.710703,-41.6172,612.91,45.0253,67.8193,0,0.00642443,-0.00244293,0.0524837,0,965.5,12161.9,4419.1,2599,13949.7,0.00128553,59.9143,6.70902,2.90198,0.965391,1.73187,0.00069916,-0.00448775,0.0308734,0.0241173,0.00227808,328.618,214.785,11.828,79.9463,0.0549886,0.0313572,0.192241,240,24
1595,50.8615,2094.69,613.378,562.516,0.0234355,0,10.9625,2.9372e+07,1.8247,0.591391,37.5057,592.46,37.9767,69.0166,0,0.0012695,-0.000397775,0.0526198,0,1037,12162.1,4421.44,2662.24,13924.4,0.000142598,59.3229,6.55913,3.19086,0.975287,2.00279,0.000777429,-0.0040651,0.0310739,0.0230169,0.00189572,328.832,214.957,12.1526,80.3656,0.0464748,0.0599749,0.190345,240,24
1596,-67.368,1913.03,513.703,581.07,0.0255639,0,10.8947,2.9372e+07,1.74575,0.495896,-80.4832,565.216,54.2521,123.319,0,0.0088784,-0.00293691,0.0522946,0,1689.2,12186.5,4415.69,2596.23,13885.9,0.00415828,58.827,5.72252,2.18942,1.84038,0.603206,0.000846926,-0.00321602,0.0303749,0.021987,0.00158968,329.252,214.732,11.7503,79.059,0.0709735,0.039426,0.188755,240,24
1597,77.522,2130.89,645.897,568.375,0.0261356,0,10.9339,2.9372e+07,1.74079,0.419454,64.4521,634.121,43.1612,58.5885,0,0.00441251,-0.00182272,0.0524827,0,775.922,12177.1,4418.07,2648.68,13907.9,0.000140499,58.4076,6.9944,3.78084,0.626868,3.02295,0.000867287,-0.00328792,0.0311588,0.0215736,0.0013447,329.124,214.906,11.8743,81.4158,0.0421755,0.062735,0.187411,240,24
1598,57.8181,2128.36,637.022,579.203,0.0276493,0,10.988,2.9372e+07,1.74672,0.358255,44.7528,610.39,40.0439,62.0552,0,-2.05537e-06,-3.86093e-05,0.0527424,0,775.932,12181.1,4420.65,2699.35,13898.3,0.000179391,58.0493,6.61637,2.31259,0.939918,0.662075,0.000918346,-0.00308731,0.0310873,0.0212078,0.00114857,329.194,215.1,12.0666,80.8218,0.0465557,0.0638136,0.186262,240,24
1599,32.9969,2107.9,615.449,582.452,0.0281416,0,11.0266,2.9372e+07,1.71774,0.30925,19.9711,636.111,41.7188,67.3838,0,0.000648327,-0.000164439,0.0529275,0,848.2,12190,4423.33,2724.21,13884.8,0.0002406,57.7401,6.32415,2.85754,1.24048,1.40185,0.000934466,-0.00288196,0.0310701,0.02065,0.000991527,329.298,215.297,12.1041,80.8091,0.0523583,0.0426254,0.185271,240,24
1600,14.1948,2102.56,600.578,586.383,0.0285716,0,11.043,2.9372e+07,1.70393,0.270002,1.20618,614.915,39.9357,48.9864,0,0.000345795,-9.15972e-05,0.0530065,0,598.7,12198.9,4426.05,2726.53,13875.1,0.000187199,57.4701,6.5341,2.89917,0.993722,1.18971,0.000948201,-0.0028315,0.0311088,0.0203213,0.000865743,329.358,215.494,12.0686,80.9274,0.0375691,0.0626779,0.184405,240,24
1601,73.552,2119.5,646.305,572.753,0.0291113,0,11.1006,2.9372e+07,1.64622,0.238557,60.5947,627.53,44.8841,81.1738,0,0.00206883,-0.000750181,0.0532829,0,1039.53,12203.3,4422.5,2778.4,13879.7,0.00196775,57.2315,6.26525,2.99724,1.13419,2.19427,0.000966589,-0.00237602,0.0314403,0.0197952,0.000764971,329.385,215.345,12.2693,81.7255,0.0464442,0.040919,0.18364,240,24
1602,-45.8515,1995.3,542.937,588.788,0.0379221,0,11.0616,2.9372e+07,1.61139,0.213357,-58.704,596.29,50.3911,75.1139,0,0.00879573,-0.003371,0.0530959,0,1003.24,12219.6,4419.87,2719.8,13863.5,0.00231315,57.0181,6.14688,2.03237,1.23443,0.418265,0.00125917,-0.00221476,0.0310534,0.0190462,0.000684209,329.451,215.284,11.8718,81.1643,0.0813288,0.0353953,0.182956,240,24
1603,40.8041,2119.48,617.324,576.52,0.041529,0,11.0745,2.9372e+07,1.67324,0.193151,27.9031,636.405,42.4893,62.9394,0,0.00352878,-0.00129208,0.0531578,0,848.109,12222.2,4421.05,2730.84,13877.9,0.00017772,56.825,6.25211,3.21322,1.08461,1.97516,0.0013798,-0.00248721,0.0313237,0.0199322,0.000619455,329.379,215.395,11.8971,82.0782,0.0469575,0.0456524,0.182336,240,24
1604,9.36964,2051.1,593.091,583.721,0.0449158,0,11.0665,2.9372e+07,1.62598,0.176942,-3.45726,633.946,48.6383,70.8779,0,0.00513339,-0.0019904,0.0531194,0,1039.56,12234.8,4423.8,2712.97,13880,0.000152451,56.648,5.925,2.36676,1.33433,1.08128,0.00149229,-0.00262835,0.0311509,0.0195379,0.000567507,329.444,215.607,11.7801,81.8154,0.052807,0.0554063,0.181769,240,24
1605,-39.2791,2019.74,529.333,568.612,0.0810674,0,11.065,2.9372e+07,1.62304,0.16393,-52.0499,561.947,29.3784,35.4918,0,-1.17993e-05,-6.35515e-05,0.053112,0,435.531,12228.4,4426.21,2690.24,13857.2,0.00021123,56.4841,6.07425,2.35586,0.859729,0.546191,0.00269546,-0.00281828,0.0311074,0.0193643,0.000525805,329.169,215.794,11.6847,81.5974,0.0542287,0.283829,0.181243,240,24
1606,-13.6448,1969.15,547.704,561.349,0.056688,0,13.9951,3.20422e+07,1.6515,0.806484,-30.0437,588.082,52.7267,91.6534,0,0.00531789,-0.0019597,0.0528975,0,1368.6,12229.7,4428.6,2651.89,13855.6,0.00120821,65.0978,6.08911,2.27629,1.17691,0.556002,0.00188351,-0.0032386,0.0365114,0.0202796,0.00259219,329.642,215.976,12.1506,80.1697,0.0860987,0.0383034,0.208943,240,24
1607,10.9454,2103.29,580.96,570.015,0.0448061,0,11.0106,3.20422e+07,1.9929,0.669936,-2.68616,611.912,46.8371,77.9844,0,0.00592472,-0.00207923,0.0528511,0,1116.25,12229.7,4422.86,2625.64,13879.9,0.000272643,64.4279,6.63836,3.18854,0.943842,1.85467,0.00148823,-0.00294894,0.0314174,0.0239437,0.00215318,329.969,215.724,12.0567,80.8221,0.0560505,0.0418429,0.20679,240,24
1608,28.3801,2089.62,592.109,563.729,0.025123,0,11.0068,3.20422e+07,1.99623,0.560648,14.8409,616.37,37.6418,55.7752,0,0.00100771,-0.000248963,0.0528328,0,807.5,12220,4425.13,2628.99,13901.7,0.000634102,63.8673,6.69811,2.58841,0.921925,0.764825,0.000832957,-0.00330323,0.0311982,0.0239134,0.00180181,330.062,215.896,12.0713,80.5051,0.0599939,0.0399483,0.204988,240,24
1609,-11.9042,2036.37,560.848,572.752,0.0273698,0,10.9922,3.20422e+07,1.93062,0.473168,-25.2731,585.105,32.3357,34.9484,0,0.000649376,-0.00033031,0.0527628,0,435.821,12219.1,4427.6,2603.42,13903.4,0.000230571,63.3941,6.82156,2.41508,0.786103,0.599879,0.000907744,-0.00309636,0.0310626,0.0233498,0.00152056,330.12,216.085,11.8651,80.4036,0.0339342,0.0787907,0.203468,240,24
1610,-10.5014,2003.3,558.298,568.8,0.0274745,0,10.9879,3.20422e+07,1.85235,0.403135,-23.7182,580.124,44.4083,102.851,0,0.00179703,-0.000558925,0.0527417,0,1391.73,12218.4,4430.03,2585.73,13898.4,0.00181508,62.9909,6.50089,2.46363,1.03007,0.748496,0.000911622,-0.00294009,0.0309022,0.0225504,0.0012954,330.167,216.271,11.696,80.2196,0.0571793,0.0303119,0.202172,240,24
1611,3.10902,1967.23,551.714,548.605,0.0340589,0,16.6679,3.20422e+07,1.70512,0.347059,-15.5814,593.948,42.0066,69.2952,0,0.00929672,-0.00349061,0.0800061,0,944.933,12215.8,4432.22,2573.42,13898.1,0.000230289,62.6439,6.06847,2.72123,1.15517,1.57543,0.00113051,-0.00281538,0.0470128,0.021257,0.00111512,330.178,216.439,11.6495,80.5679,0.0370601,0.0937193,0.201057,240,24
1612,4.15455,2112.18,586.953,582.798,0.0282508,0,10.9794,3.20422e+07,1.76144,0.30215,-8.86137,610.888,40.9628,86.8196,0,0.00235143,-0.000838937,0.0527013,0,1116.4,12219.3,4434.87,2554.82,13904.7,0.000210821,62.3417,6.74869,2.88787,0.817474,1.09923,0.00093778,-0.00270102,0.0310397,0.021521,0.000970735,330.22,216.634,11.418,81.0228,0.0526685,0.0453403,0.200087,240,24
