Year,NEP,GPP,NPP,RH,estabc,negc_fluxes,firec,NBP,NBP_nat,transp,evap,interc,CH4 emiss.,CH4 oxid,CH4 sink,CH4 fire,prec,SoilC,SoilC_slow,LitC,VegC,Soil_CH4,nuptake,ndemand,nlosses,ninflux,estabn,negn_fluxes,firen,SoilN,SoilN_slow,LitN,VegN,SoilNH4,SoilNO3
(AD),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 dm3/yr),(1e+15 dm3/yr),(1e+15 dm3/yr),(1e+15 gCH4/yr),(1e+15 gCH4/yr),(1e+15 gCH4/yr),(1e+15 gCH4/yr),(1e+15 dm3/yr),(1e+15 gC),(1e+15 gC),(1e+15 gC),(1e+15 gC),(1e+15 gCH4),(1e+15 gN/yr),(1e+15 gN/yr),(1e+15 gN/yr),(1e+15 gN/yr),(1e+15 gN/yr),(1e+15 gN/yr),(1e+15 gN/yr),(1e+15 gN),(1e+15 gN),(1e+15 gN),(1e+15 gN),(1e+15 gN),(1e+15 gN)
-1577,-7.32482e-05,0.00725832,0.00284307,0.00291632,6.70653e-09,0,1.56593e-09,-7.32431e-05,-7.32431e-05,0.00187773,0.000251827,0.0003728,8.21106e-12,6.28042e-07,-4.83051e-07,1.67032e-11,0.00412989,0.0967901,0.0539447,0.0153915,0.0535906,9.46696e-10,3.44254e-05,6.26338e-06,3.67986e-06,1.48552e-06,1.87806e-10,0,2.2431e-12,0.00558667,0.00345278,4.86344e-05,0.000154883,1.7426e-06,1.0457e-06
-1576,-0.000108615,0.00712328,0.00275731,0.00286592,6.99902e-09,0,3.58054e-07,-0.000108966,-0.000108966,0.00189747,0.000210199,0.000369635,1.52117e-10,6.9477e-07,-5.48852e-07,3.81925e-09,0.00460866,0.0966976,0.053923,0.0154753,0.0534908,8.83616e-10,2.96135e-05,5.70893e-06,2.88572e-06,1.54573e-06,1.95997e-10,0,4.88633e-10,0.00558288,0.00345109,4.91708e-05,0.000152841,4.53101e-06,2.214e-06
-1575,5.69028e-05,0.00728697,0.00297194,0.00291504,6.71056e-09,0,2.39408e-08,5.68855e-05,5.68855e-05,0.00190011,0.000239316,0.000385393,1.64529e-11,6.73216e-07,-5.37572e-07,2.55369e-10,0.00477784,0.0966814,0.0539025,0.0154766,0.053563,8.61519e-10,3.4982e-05,6.29618e-06,3.77149e-06,1.56686e-06,1.87919e-10,0,3.43997e-11,0.00558126,0.00344944,4.93782e-05,0.000155495,2.67786e-06,6.21315e-07
-1574,8.45315e-05,0.00752574,0.00298676,0.00290223,6.3546e-09,0,7.6406e-08,8.44615e-05,8.44615e-05,0.00197784,0.000230141,0.00043058,4.77625e-11,5.85331e-07,-4.88063e-07,8.14997e-10,0.00442047,0.0966179,0.0538814,0.0155287,0.0536593,9.60773e-10,3.12835e-05,5.77617e-06,2.61615e-06,1.42846e-06,1.77951e-10,0,1.05025e-10,0.00557819,0.00344776,4.94916e-05,0.000154498,3.6314e-06,2.43282e-06
-1573,-5.48715e-05,0.00759639,0.00294529,0.00300016,6.22189e-09,0,2.09021e-07,-5.50743e-05,-5.50743e-05,0.00197646,0.000245873,0.000455828,3.30825e-11,5.57523e-07,-4.39207e-07,2.22955e-09,0.00451079,0.0965842,0.0538609,0.0154466,0.0537203,8.79997e-10,3.2602e-05,5.68748e-06,3.9987e-06,1.45821e-06,1.74235e-10,0,2.79407e-10,0.00557769,0.00344611,4.85654e-05,0.000155157,2.58221e-06,1.71701e-06
-1572,-0.000137917,0.00749531,0.00281138,0.0029493,6.55053e-09,0,4.11155e-08,-0.000137951,-0.000137951,0.00188421,0.000226468,0.000429992,4.83242e-11,6.08158e-07,-4.7757e-07,4.38566e-10,0.00476041,0.0965406,0.0538397,0.0154203,0.0536525,8.93567e-10,3.01504e-05,5.5185e-06,3.50306e-06,1.27859e-06,1.83438e-10,0,5.57907e-11,0.00557573,0.00344443,4.82476e-05,0.000153245,4.01871e-06,2.24608e-06
-1571,-0.000241462,0.00716971,0.00263318,0.00287465,7.27533e-09,0,7.70326e-10,-0.000241456,-0.000241456,0.00177333,0.000239951,0.000312147,6.53256e-11,6.87515e-07,-5.52722e-07,8.21681e-12,0.00380993,0.0966087,0.0538211,0.0153291,0.0534347,9.41382e-10,2.98212e-05,5.74539e-06,4.23862e-06,1.26134e-06,2.03735e-10,0,1.09187e-12,0.00557706,0.0034429,4.75275e-05,0.000151621,2.78847e-06,1.50978e-06
-1570,-0.000254498,0.00669528,0.00265595,0.00291045,7.79154e-09,0,2.60129e-09,-0.000254492,-0.000254492,0.00192489,0.000251026,0.000489433,3.30284e-11,5.62497e-07,-4.47173e-07,2.77471e-11,0.00519326,0.0966081,0.0538009,0.0152796,0.0532306,9.47517e-10,3.12897e-05,6.63335e-06,3.00353e-06,1.74431e-06,2.18191e-10,0,3.48305e-12,0.00557554,0.00344126,4.75153e-05,0.000151583,3.22752e-06,1.38483e-06
-1569,-0.000169695,0.00692469,0.00274276,0.00291246,7.86463e-09,0,5.21961e-08,-0.000169739,-0.000169739,0.00181695,0.000259567,0.000383596,4.18039e-11,5.96834e-07,-4.7521e-07,5.56758e-10,0.00389423,0.0965566,0.0537802,0.0152678,0.0531245,9.3217e-10,3.25296e-05,6.05152e-06,2.8593e-06,1.51145e-06,2.20238e-10,0,7.26205e-11,0.00557317,0.0034396,4.78816e-05,0.000152339,3.06881e-06,1.44372e-06
-1568,-4.59379e-05,0.00709861,0.00278097,0.00282691,7.77744e-09,0,3.41556e-07,-4.62717e-05,-4.62717e-05,0.00188527,0.000211509,0.00036301,1.59274e-10,6.83926e-07,-5.49492e-07,3.64326e-09,0.00460866,0.0964533,0.0537584,0.0153744,0.0530754,8.83503e-10,3.09774e-05,5.61074e-06,3.70394e-06,1.54404e-06,2.17796e-10,0,4.6383e-10,0.00556853,0.00343792,4.87484e-05,0.000151883,4.49775e-06,2.08479e-06
-1567,-3.76347e-05,0.00709694,0.00277373,0.00281136,7.84791e-09,0,1.45036e-08,-3.76414e-05,-3.76414e-05,0.00177118,0.000223821,0.00032004,1.27061e-10,7.33437e-07,-5.91791e-07,1.54705e-10,0.0037437,0.0964252,0.0537383,0.0154208,0.0530198,9.46919e-10,3.08589e-05,5.3153e-06,4.27866e-06,1.36604e-06,2.19769e-10,0,2.03558e-11,0.00556661,0.00343632,4.89799e-05,0.000151273,3.66447e-06,2.29908e-06
-1566,0.000145611,0.00739659,0.00299508,0.00284947,7.16618e-09,0,1.47647e-07,0.00014547,0.00014547,0.00194267,0.000227756,0.000423437,1.38319e-11,6.088e-07,-4.70851e-07,1.5749e-09,0.00439161,0.0963878,0.0537174,0.0155037,0.0531202,9.21957e-10,3.57487e-05,6.03163e-06,3.36102e-06,1.51506e-06,2.00678e-10,0,2.05716e-10,0.00556315,0.00343466,4.9959e-05,0.000154386,2.30209e-06,1.18339e-06
-1565,4.46031e-05,0.00755956,0.00297556,0.00293095,6.75407e-09,0,1.40762e-09,4.46085e-05,4.46085e-05,0.00189773,0.000252171,0.000367072,1.33621e-11,6.24507e-07,-4.85049e-07,1.50146e-11,0.00412989,0.0964014,0.0536979,0.0154363,0.053219,9.49025e-10,3.20079e-05,6.12307e-06,2.95131e-06,1.42898e-06,1.89138e-10,0,2.07772e-12,0.00556319,0.00343306,4.9174e-05,0.000153725,2.03441e-06,1.33335e-06
-1564,8.68065e-05,0.00738544,0.0030046,0.00291779,6.39307e-09,0,1.90666e-08,8.67938e-05,8.67938e-05,0.00191626,0.000237437,0.000384551,1.67974e-11,6.89728e-07,-5.42788e-07,2.03377e-10,0.00477784,0.0963589,0.0536773,0.0154276,0.0533574,8.61197e-10,3.23116e-05,5.93946e-06,2.76274e-06,1.55872e-06,1.79029e-10,0,2.75255e-11,0.00556086,0.00343142,4.88457e-05,0.000154235,3.24966e-06,1.0664e-06
-1563,1.03606e-05,0.00731561,0.00285316,0.0028428,6.43116e-09,0,3.6076e-07,1.00063e-05,1.00063e-05,0.00191663,0.00020875,0.000369917,1.53862e-10,6.90085e-07,-5.53185e-07,3.84811e-09,0.00460866,0.0962967,0.0536562,0.0155075,0.0533501,8.83425e-10,2.92126e-05,5.41295e-06,4.02542e-06,1.45451e-06,1.80095e-10,0,4.9211e-10,0.00555772,0.00342977,4.91631e-05,0.000151889,4.57453e-06,2.3331e-06
-1562,-0.000163254,0.00707156,0.00271144,0.00287469,6.9461e-09,0,7.24135e-08,-0.000163319,-0.000163319,0.00177356,0.000247431,0.000434811,6.51438e-11,6.33621e-07,-5.05219e-07,7.72411e-10,0.00548821,0.0963489,0.0536373,0.0154386,0.0532039,8.97401e-10,3.07034e-05,5.17404e-06,4.66751e-06,1.27795e-06,1.94515e-10,0,1.04194e-10,0.00555866,0.00342823,4.84853e-05,0.000151037,2.89198e-06,1.21812e-06
-1561,-0.000127459,0.00709478,0.00280103,0.00292849,7.00204e-09,0,9.19111e-08,-0.000127544,-0.000127544,0.00194215,0.000228178,0.000441512,6.77451e-12,5.43966e-07,-4.37695e-07,9.80385e-10,0.0044552,0.0963275,0.0536172,0.0153899,0.0531468,9.17988e-10,3.30986e-05,6.02403e-06,2.49965e-06,1.55614e-06,1.96082e-10,0,1.29032e-10,0.00555688,0.0034266,4.80939e-05,0.000152676,2.58661e-06,1.11113e-06
-1560,4.54401e-05,0.00730795,0.00297668,0.00293124,6.59744e-09,0,2.47416e-09,4.54442e-05,4.54442e-05,0.0018692,0.000277404,0.000562623,4.29688e-11,4.83991e-07,-4.19544e-07,2.63911e-11,0.00658806,0.0963007,0.0535968,0.0153634,0.0532457,8.99519e-10,3.38175e-05,6.17034e-06,2.67217e-06,1.50467e-06,1.84752e-10,0,3.33132e-12,0.00555483,0.00342494,4.8261e-05,0.000154189,2.40326e-06,4.98691e-07
-1559,0.000131876,0.00748716,0.00305619,0.00292431,6.07189e-09,0,2.48563e-09,0.000131879,0.000131879,0.00189851,0.000277592,0.000565925,4.6605e-11,4.87222e-07,-4.20936e-07,2.65134e-11,0.00658806,0.0962867,0.0535766,0.015347,0.0534084,8.99606e-10,3.31339e-05,6.07775e-06,2.19586e-06,1.45392e-06,1.70034e-10,0,3.39373e-12,0.00555322,0.00342331,4.83321e-05,0.000154767,2.57062e-06,5.48646e-07
-1558,0.000278928,0.00799442,0.00328135,0.00300242,5.18873e-09,0,3.04145e-08,0.000278903,0.000278903,0.00198833,0.000246736,0.000503784,4.25608e-12,5.54247e-07,-4.36418e-07,3.24422e-10,0.00512954,0.0962581,0.0535559,0.0153203,0.0537429,8.83877e-10,3.59993e-05,6.40856e-06,2.06022e-06,1.39044e-06,1.45303e-10,0,4.32812e-11,0.00555093,0.00342163,4.83777e-05,0.000157419,1.72887e-06,3.14523e-07
-1557,-5.48069e-05,0.00730269,0.00276929,0.0028241,5.70336e-09,0,1.50124e-08,-5.48162e-05,-5.48162e-05,0.00179864,0.000215987,0.000334049,1.0027e-10,7.68455e-07,-6.18406e-07,1.60132e-10,0.0037437,0.0962463,0.0535358,0.0153919,0.0536288,9.55193e-10,2.66584e-05,5.15387e-06,2.84119e-06,1.27292e-06,1.59714e-10,0,2.13214e-11,0.00554907,0.00342003,4.86714e-05,0.000151976,3.99485e-06,3.48879e-06
-1556,-0.000181342,0.00733523,0.00275674,0.00293808,6.13645e-09,0,4.00116e-08,-0.000181376,-0.000181376,0.00186926,0.00022587,0.000431663,3.72831e-11,6.13717e-07,-4.78623e-07,4.26791e-10,0.00476041,0.096246,0.0535156,0.0153543,0.0534857,8.84298e-10,3.27469e-05,5.57529e-06,4.13963e-06,1.30303e-06,1.71842e-10,0,5.40286e-11,0.00554763,0.00341841,4.82263e-05,0.000152947,3.7756e-06,1.78513e-06
-1555,-0.000191834,0.00702165,0.00267201,0.00286384,6.71899e-09,0,5.57923e-08,-0.000191883,-0.000191883,0.00184353,0.000221495,0.000387776,9.54769e-11,6.07486e-07,-4.90674e-07,5.95118e-10,0.00481767,0.0962623,0.0534962,0.01534,0.0532921,8.91801e-10,3.01833e-05,5.63324e-06,3.5719e-06,1.43058e-06,1.88155e-10,0,7.41058e-11,0.00554703,0.00341684,4.82184e-05,0.000151521,3.58144e-06,1.87568e-06
-1554,-3.96116e-05,0.00710632,0.00288128,0.00292089,6.67098e-09,0,2.44884e-09,-3.96074e-05,-3.96074e-05,0.00184051,0.000278706,0.00056554,3.40447e-11,4.81106e-07,-4.19484e-07,2.6121e-11,0.00658806,0.0962683,0.0534765,0.0153071,0.0532798,8.99579e-10,3.49047e-05,6.31988e-06,3.19983e-06,1.53846e-06,1.86811e-10,0,3.31535e-12,0.00554558,0.00341522,4.8351e-05,0.000154179,2.07505e-06,3.81808e-07
-1553,0.000196566,0.00757973,0.00311952,0.00292295,5.99442e-09,0,7.32529e-08,0.000196499,0.000196499,0.00195073,0.000217676,0.000371844,7.70744e-11,6.40301e-07,-4.90302e-07,7.81364e-10,0.00359994,0.0961753,0.0534552,0.0153884,0.0534883,9.47405e-10,3.52649e-05,6.15003e-06,1.43129e-06,1.49972e-06,1.67865e-10,0,1.01966e-10,0.00554096,0.00341352,4.93427e-05,0.000156516,2.48797e-06,1.32586e-06
-1552,0.000290131,0.00807469,0.00330238,0.00301224,4.93367e-09,0,3.03155e-08,0.000290106,0.000290106,0.00198796,0.000246964,0.000506016,4.42431e-12,5.64542e-07,-4.40672e-07,3.23366e-10,0.00512954,0.096152,0.0534348,0.0153429,0.0538475,8.83588e-10,3.59062e-05,6.39224e-06,2.64601e-06,1.3755e-06,1.3816e-10,0,4.40791e-11,0.00553944,0.00341186,4.88284e-05,0.00015904,1.74313e-06,3.14454e-07
-1551,0.000198671,0.0078521,0.00310409,0.00290542,4.6492e-09,-5.19085e-23,7.4815e-08,0.000198601,0.000198601,0.00203328,0.000225351,0.000443778,6.32168e-11,5.90923e-07,-4.80752e-07,7.98027e-10,0.00442047,0.0960944,0.0534136,0.0154451,0.0540018,9.64189e-10,2.93924e-05,5.50634e-06,3.3648e-06,1.35685e-06,1.30194e-10,-4.69185e-24,1.03214e-10,0.00553596,0.00341018,4.93646e-05,0.000155301,3.83051e-06,2.90379e-06
-1550,0.000151708,0.00789583,0.00318886,0.00303715,4.29263e-09,0,6.68728e-08,0.000151646,0.000151646,0.00211546,0.00024164,0.000396699,2.40162e-11,6.45579e-07,-4.92224e-07,7.1331e-10,0.00375441,0.0961042,0.0533938,0.0153611,0.0542281,8.94841e-10,3.42062e-05,6.06218e-06,3.54012e-06,1.4924e-06,1.20209e-10,0,8.98856e-11,0.00553545,0.00340855,4.83448e-05,0.000157148,2.87573e-06,1.48876e-06
-1549,-3.62192e-05,0.00739539,0.00288926,0.00292548,4.64793e-09,0,1.38339e-07,-3.63529e-05,-3.63529e-05,0.00190843,0.000244733,0.000462083,6.89862e-11,5.67207e-07,-4.59553e-07,1.47562e-09,0.00451352,0.096068,0.0533731,0.0154038,0.0541856,9.30078e-10,3.00997e-05,5.4769e-06,3.81306e-06,1.40386e-06,1.30159e-10,0,1.92785e-10,0.00553325,0.00340691,4.85805e-05,0.000155196,3.5376e-06,2.33819e-06
-1548,3.2239e-05,0.00752466,0.00295914,0.0029269,4.81623e-09,0,1.68873e-08,3.22269e-05,3.22269e-05,0.00188037,0.00023649,0.00043097,3.33188e-11,6.66672e-07,-5.12204e-07,1.80132e-10,0.00404666,0.0960717,0.053353,0.0154313,0.054187,9.20934e-10,3.57687e-05,5.95279e-06,3.08532e-06,1.37763e-06,1.34871e-10,0,2.39369e-11,0.00553138,0.00340529,4.91645e-05,0.000158259,1.47729e-06,9.07557e-07
-1547,-0.000146343,0.00753181,0.00285869,0.00300503,5.1435e-09,0,2.10016e-07,-0.000146548,-0.000146548,0.00198363,0.000241885,0.000471429,3.26266e-11,5.5959e-07,-4.40183e-07,2.24017e-09,0.00451079,0.0960609,0.053333,0.0153603,0.0541225,8.79512e-10,3.162e-05,6.2525e-06,2.04175e-06,1.5234e-06,1.44036e-10,0,2.83154e-10,0.00553058,0.00340366,4.84525e-05,0.000157512,2.54495e-06,1.57807e-06
-1546,-0.000199935,0.00717319,0.00268454,0.00288448,6.02488e-09,-4.75779e-23,6.98206e-08,-0.000199999,-0.000199999,0.00177886,0.000244069,0.000449871,9.38158e-11,6.05375e-07,-4.85741e-07,7.44753e-10,0.00548821,0.0961048,0.053314,0.0153355,0.0539038,8.97012e-10,2.95942e-05,5.54093e-06,3.36407e-06,1.29254e-06,1.68718e-10,-4.43161e-24,1.01218e-10,0.00553134,0.00340211,4.83892e-05,0.000154694,2.98449e-06,1.19275e-06
-1545,-5.102e-05,0.00730785,0.0028663,0.00291732,6.22257e-09,0,1.62074e-08,-5.103e-05,-5.103e-05,0.00185591,0.000237799,0.000422135,5.0708e-11,6.33979e-07,-4.9183e-07,1.72879e-10,0.00404666,0.0960642,0.0532934,0.0153782,0.0538511,9.2067e-10,3.65215e-05,6.38526e-06,2.42469e-06,1.4815e-06,1.74254e-10,0,2.28196e-11,0.00552817,0.00340046,4.91227e-05,0.000158604,1.19443e-06,5.66287e-07
-1544,-0.000128389,0.00715179,0.00270584,0.00283423,6.86228e-09,0,1.47616e-08,-0.000128397,-0.000128397,0.00177404,0.000219196,0.000333375,1.43329e-10,7.19006e-07,-5.77784e-07,1.57457e-10,0.0037437,0.0960568,0.0532738,0.0154389,0.0536698,9.47108e-10,2.82621e-05,5.95121e-06,2.42904e-06,1.41454e-06,1.92168e-10,0,2.10767e-11,0.00552693,0.00339889,4.96072e-05,0.000154153,3.64716e-06,2.30673e-06
-1543,2.76901e-05,0.00742442,0.00293935,0.00291166,6.72314e-09,0,1.62973e-08,2.76806e-05,2.76806e-05,0.00185946,0.00024086,0.00041624,5.71933e-11,6.41655e-07,-4.93825e-07,1.73838e-10,0.00404666,0.0960431,0.0532539,0.0154641,0.0536863,9.20719e-10,3.67302e-05,6.228e-06,3.26416e-06,1.46005e-06,1.88272e-10,0,2.30374e-11,0.00552523,0.00339728,4.99128e-05,0.000157944,1.20168e-06,5.51255e-07
-1542,-1.25838e-05,0.0073312,0.00296849,0.00298108,6.39447e-09,0,2.93098e-10,-1.25777e-05,-1.25777e-05,0.00198686,0.000239489,0.00043134,4.3953e-13,5.37162e-07,-4.02898e-07,3.12638e-12,0.0041004,0.0960551,0.0532348,0.0153879,0.0537383,9.05825e-10,3.15847e-05,6.74113e-06,1.688e-06,1.76253e-06,1.79068e-10,0,4.35877e-13,0.00552539,0.0033957,4.92072e-05,0.000156503,2.83291e-06,9.76673e-07
-1541,0.000125395,0.00754786,0.00306553,0.00294014,5.96692e-09,0,2.52154e-09,0.000125398,0.000125398,0.00189775,0.000277912,0.00057453,4.42789e-11,4.84534e-07,-4.21114e-07,2.68964e-11,0.00658806,0.0960604,0.0532153,0.0153711,0.0538755,8.99252e-10,3.31253e-05,6.12121e-06,2.72347e-06,1.46273e-06,1.67095e-10,0,3.47095e-12,0.00552496,0.00339411,4.90353e-05,0.000156578,2.52461e-06,5.58416e-07
-1540,-0.000101927,0.00712882,0.00283483,0.00293676,6.29615e-09,0,2.66466e-09,-0.000101923,-0.000101923,0.00198789,0.000250688,0.000502277,4.01929e-11,5.73877e-07,-4.5515e-07,2.8423e-11,0.00519326,0.0960932,0.0531964,0.0153177,0.0537946,9.47836e-10,2.90069e-05,6.32833e-06,2.36403e-06,1.63425e-06,1.76314e-10,0,3.67316e-12,0.00552592,0.00339257,4.84598e-05,0.000153125,3.57128e-06,1.84415e-06
-1539,-0.000254236,0.00740303,0.00273055,0.00298478,6.85592e-09,0,5.09922e-08,-0.00025428,-0.00025428,0.00189349,0.000241531,0.000371821,8.6058e-11,6.30802e-07,-5.05575e-07,5.43917e-10,0.00459778,0.0960375,0.0531763,0.0152616,0.0536524,8.69547e-10,3.23616e-05,5.61479e-06,3.34126e-06,1.4455e-06,1.9199e-10,0,6.92894e-11,0.00552369,0.00339096,4.76784e-05,0.000154006,3.25647e-06,2.39977e-06
-1538,-6.30385e-05,0.00726796,0.00286273,0.00292577,6.8006e-09,0,8.9319e-08,-6.3121e-05,-6.3121e-05,0.00195514,0.000228033,0.000447501,9.07531e-12,5.47467e-07,-4.36037e-07,9.52736e-10,0.0044552,0.0960105,0.0531562,0.0152733,0.053605,9.17479e-10,3.39369e-05,6.12021e-06,3.80744e-06,1.53655e-06,1.90441e-10,0,1.25761e-10,0.00552177,0.00338934,4.81577e-05,0.000155364,2.4331e-06,1.03372e-06
-1537,-0.000112231,0.00761826,0.00284719,0.00295942,6.97837e-09,0,1.6945e-07,-0.000112394,-0.000112394,0.00190488,0.000215775,0.000340184,5.40094e-11,6.94383e-07,-5.21918e-07,1.80747e-09,0.00360601,0.0958974,0.0531346,0.0153105,0.0535689,8.93002e-10,3.32291e-05,5.29407e-06,2.97374e-06,1.30099e-06,1.95419e-10,0,2.36443e-10,0.00551781,0.00338766,4.86249e-05,0.000155764,2.57385e-06,2.30656e-06
-1536,0.0002258,0.00766367,0.00314448,0.00291868,6.07264e-09,0,7.3489e-08,0.000225733,0.000225733,0.00195435,0.000217307,0.000373595,9.96661e-11,6.49688e-07,-4.8263e-07,7.83883e-10,0.00359994,0.0958079,0.0531132,0.0154037,0.0537913,9.4848e-10,3.6686e-05,6.25617e-06,3.06216e-06,1.49335e-06,1.70055e-10,0,1.03136e-10,0.00551296,0.00338597,4.96177e-05,0.000159362,2.33649e-06,1.24211e-06
-1535,-0.000111577,0.00764199,0.00282323,0.00293481,6.33543e-09,-5.13989e-23,1.7965e-07,-0.00011175,-0.00011175,0.00186946,0.000236935,0.000358805,1.26967e-10,6.83205e-07,-5.46654e-07,1.91627e-09,0.00431883,0.0957913,0.0530934,0.0153643,0.0537359,9.2012e-10,2.72771e-05,5.21511e-06,4.00778e-06,1.28643e-06,1.77414e-10,-4.66489e-24,2.4787e-10,0.00551274,0.0033844,4.86853e-05,0.000154148,4.19136e-06,3.02593e-06
-1534,-0.00016533,0.0073634,0.00275393,0.00291926,6.75783e-09,-1.50384e-23,1.78904e-07,-0.000165502,-0.000165502,0.00185724,0.000237585,0.000356598,1.31857e-10,6.73399e-07,-5.35222e-07,1.90831e-09,0.00431883,0.0957793,0.0530734,0.0153465,0.0536006,9.1566e-10,3.12477e-05,5.3851e-06,4.8811e-06,1.33174e-06,1.89243e-10,-4.74412e-24,2.39924e-10,0.00551128,0.00338281,4.83635e-05,0.000153431,3.96329e-06,2.20842e-06
-1533,-3.77513e-05,0.00719519,0.00285803,0.00289578,6.69464e-09,0,1.36237e-07,-3.78809e-05,-3.78809e-05,0.00185937,0.000252262,0.000442568,8.05589e-11,5.52267e-07,-4.42968e-07,1.4532e-09,0.00451352,0.0957371,0.0530529,0.0153951,0.0535566,9.29616e-10,3.33184e-05,5.90951e-06,3.61676e-06,1.4759e-06,1.87474e-10,0,1.8785e-10,0.00550879,0.00338119,4.89923e-05,0.000154445,3.14405e-06,1.73433e-06
-1532,6.2179e-05,0.00748526,0.00297308,0.00291091,6.40949e-09,0,1.63943e-08,6.2169e-05,6.2169e-05,0.00186203,0.000241584,0.0004144,5.78533e-11,6.38027e-07,-4.91316e-07,1.74872e-10,0.00404666,0.0957103,0.0530328,0.0154221,0.0536189,9.20378e-10,3.50028e-05,5.94847e-06,3.21553e-06,1.42563e-06,1.79489e-10,0,2.33431e-11,0.00550679,0.00337959,4.94316e-05,0.000156507,1.67743e-06,9.09324e-07
-1531,0.000107695,0.0076191,0.00301567,0.00290797,6.20227e-09,0,1.67428e-08,0.000107684,0.000107684,0.00187245,0.000239566,0.000415763,4.72573e-11,6.61289e-07,-5.06133e-07,1.7859e-10,0.00404666,0.0956781,0.0530126,0.0154755,0.0537059,9.20336e-10,3.36407e-05,5.92686e-06,2.64547e-06,1.40055e-06,1.73686e-10,0,2.40735e-11,0.00550446,0.00337797,4.98829e-05,0.000156715,1.81643e-06,1.19473e-06
-1530,-0.000121672,0.00750556,0.00287652,0.00299819,6.25465e-09,0,2.08079e-07,-0.000121874,-0.000121874,0.00196444,0.000245703,0.000458938,3.20446e-11,5.55509e-07,-4.40149e-07,2.21951e-09,0.00451079,0.0956567,0.0529928,0.0153954,0.0536858,8.79016e-10,3.16156e-05,6.06183e-06,2.61164e-06,1.53743e-06,1.75152e-10,0,2.80812e-10,0.00550396,0.00337638,4.88617e-05,0.000155785,2.6854e-06,1.70483e-06
-1529,9.63125e-05,0.00746389,0.00303105,0.00293474,5.95392e-09,0,2.54562e-09,9.63159e-05,9.63159e-05,0.00188422,0.000279207,0.000573969,4.11159e-11,4.85403e-07,-4.19212e-07,2.71533e-11,0.00658806,0.0956667,0.0529731,0.0153784,0.0537893,8.98845e-10,3.35943e-05,6.24022e-06,3.40277e-06,1.47431e-06,1.66731e-10,0,3.47832e-12,0.00550274,0.00337478,4.88659e-05,0.00015641,2.51606e-06,5.31856e-07
-1528,6.67943e-05,0.00765031,0.0029884,0.00292161,5.80142e-09,0,1.4644e-09,6.67987e-05,6.67987e-05,0.00191305,0.000249019,0.000379835,1.35188e-11,6.33537e-07,-4.96974e-07,1.56203e-11,0.00412989,0.0956686,0.052954,0.0153597,0.0538734,9.53535e-10,3.25049e-05,6.14128e-06,2.35175e-06,1.38566e-06,1.6246e-10,0,2.14542e-12,0.00550183,0.00337323,4.85639e-05,0.000156439,1.85774e-06,1.40949e-06
-1527,-0.000202728,0.00738326,0.00273095,0.00293368,6.40973e-09,0,1.80102e-07,-0.000202901,-0.000202901,0.00185924,0.000236162,0.000361212,1.30007e-10,6.71953e-07,-5.35318e-07,1.92109e-09,0.00431883,0.0956315,0.0529341,0.015333,0.0537348,9.21572e-10,2.86607e-05,5.35939e-06,3.12465e-06,1.34695e-06,1.79495e-10,0,2.43362e-10,0.00550015,0.00337164,4.80005e-05,0.000153416,4.03745e-06,2.71787e-06
-1526,-0.000130334,0.00706483,0.00278869,0.00291902,6.63981e-09,0,5.29961e-08,-0.00013038,-0.00013038,0.00183157,0.000259962,0.000394567,4.12595e-11,5.99227e-07,-4.80664e-07,5.65292e-10,0.00389423,0.095635,0.0529145,0.0153253,0.0536089,9.32988e-10,3.28289e-05,5.96955e-06,3.68064e-06,1.44109e-06,1.85938e-10,0,7.39187e-11,0.00549914,0.00337007,4.83787e-05,0.000153923,3.06853e-06,1.57492e-06
-1525,2.56316e-05,0.00752271,0.00302447,0.00299883,6.21038e-09,0,6.70354e-08,2.55707e-05,2.55707e-05,0.00205211,0.000245166,0.00038586,1.8221e-11,6.31199e-07,-4.87483e-07,7.15044e-10,0.00375441,0.0956135,0.0528946,0.0152744,0.0537073,8.91063e-10,3.51384e-05,6.51552e-06,2.27142e-06,1.66593e-06,1.73913e-10,0,8.91535e-11,0.00549708,0.00336845,4.82328e-05,0.000156414,2.58637e-06,1.16622e-06
-1524,-9.80298e-05,0.00708801,0.00282208,0.00292011,6.4848e-09,-5.15142e-23,2.6401e-09,-9.8026e-05,-9.8026e-05,0.00198489,0.000251122,0.000499453,3.80276e-11,5.65183e-07,-4.48989e-07,2.81611e-11,0.00519326,0.0956221,0.0528755,0.0152346,0.0536407,9.47521e-10,2.868e-05,6.2915e-06,3.37551e-06,1.67512e-06,1.81597e-10,-4.67336e-24,3.63113e-12,0.00549709,0.00336691,4.78116e-05,0.000153072,3.81213e-06,1.99478e-06
