Year,NEP,GPP,NPP,RH,estabc,negc_fluxes,firec,area,harvestc,prod_turnoverc,NBP,NBP_nat,transp,evap,interc,wd,discharge,CH4 emiss.,CH4 oxid,CH4 sink,CH4 fire,CH4 rice,CH4 grass,CH4 agr,prec,SoilC,SoilC_slow,LitC,VegC,Soil_CH4,ProductC,nuptake,ndemand,nlosses,ninflux,estabn,negn_fluxes,firen,harvestN,prod_turnovern,SoilN,SoilN_slow,LitN,VegN,SoilNH4,SoilNO3,ProductN,estab_storageC,estab_storageN
(AD),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 gC/yr),(m2),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 gC/yr),(1e+15 dm3/yr),(1e+15 dm3/yr),(1e+15 dm3/yr),(1e+15 dm3/yr),(1e+15 dm3/yr),(1e+15 gCH4/yr),(1e+15 gCH4/yr),(1e+15 gCH4/yr),(1e+15 gCH4/yr),(1e+15 gCH4/yr),(1e+15 gCH4/yr),(1e+15 gCH4/yr),(1e+15 dm3/yr),(1e+15 gC),(1e+15 gC),(1e+15 gC),(1e+15 gC),(1e+15 gCH4),(1e+15 gC),(1e+15 gN/yr),(1e+15 gN/yr),(1e+15 gN/yr),(1e+15 gN/yr),(1e+15 gN/yr),(1e+15 gN/yr),(1e+15 gN/yr),(1e+15 gN/yr),(1e+15 gN/yr),(1e+15 gN),(1e+15 gN),(1e+15 gN),(1e+15 gN),(1e+15 gN),(1e+15 gN),(1e+15 gN),(1e+15 gC),(1e+15 gN)
1628,2.77912e-05,0.00345836,0.00137575,0.00134796,4.99074e-05,0,2.16659e-06,2.80159e+09,0.000220382,1.62396e-05,-0.000161089,-3.01576e-05,0.00105506,0.000996172,0.000240417,0,0.00258043,1.58028e-09,2.65856e-07,-2.18405e-07,2.27861e-08,0,3.72958e-10,8.38334e-10,0.00476041,0.0505487,0.0304777,0.00545888,0.016015,8.33486e-10,0.00152653,1.70102e-05,3.90736e-06,4.01192e-06,2.3018e-06,1.74651e-06,0,3.52906e-09,4.25915e-06,2.53563e-08,0.00255211,0.00155756,2.10797e-05,5.74782e-05,1.51531e-06,2.54333e-06,2.38351e-06,0.0010939,0.00010939
1629,3.50967e-05,0.00330795,0.00138128,0.00134619,4.98877e-05,0,1.61124e-06,2.80076e+09,0.000213186,1.60004e-05,-0.000145813,-5.43916e-05,0.00103835,0.000932762,0.000217517,0,0.00200843,1.45381e-09,2.52482e-07,-2.00462e-07,1.68668e-08,0,2.53618e-10,9.25285e-10,0.00389423,0.0505196,0.0304626,0.00558932,0.0157914,9.57761e-10,0.00151064,1.77299e-05,4.22578e-06,2.70221e-06,2.33823e-06,1.74581e-06,0,2.68624e-09,4.13497e-06,2.49827e-08,0.00254891,0.00155679,2.14104e-05,5.72907e-05,1.10119e-06,3.34978e-06,2.35869e-06,0.0010939,0.00010939
1630,6.91229e-05,0.00330807,0.00138625,0.00131713,4.98661e-05,0,3.08141e-05,2.79993e+09,0.000223376,1.57713e-05,-0.000150972,-6.03842e-05,0.00106905,0.000846176,0.000216075,0,0.00191653,2.27856e-09,3.46291e-07,-2.81958e-07,3.2837e-07,0,4.4265e-10,1.49661e-09,0.00460866,0.0504623,0.0304472,0.00568121,0.0156292,7.92521e-10,0.00149498,1.7599e-05,4.30815e-06,3.70667e-06,2.62931e-06,1.74505e-06,0,4.60302e-08,4.42763e-06,2.46249e-08,0.00254502,0.00155601,2.18367e-05,5.69018e-05,1.35448e-06,3.02279e-06,2.33423e-06,0.0010939,0.00010939
1631,1.30697e-07,0.00334107,0.00137668,0.00137655,4.98432e-05,0,1.85203e-05,2.79911e+09,0.000200431,1.55514e-05,-0.000184529,-8.87167e-05,0.00104918,0.00108194,0.000245132,0,0.00243993,1.61065e-09,2.35547e-07,-1.84034e-07,1.97237e-07,0,2.48079e-10,9.57378e-10,0.00451079,0.0504005,0.0304321,0.00563548,0.0155754,9.22363e-10,0.00147953,1.72899e-05,4.32866e-06,3.38752e-06,2.483e-06,1.74425e-06,0,2.73472e-08,3.89089e-06,2.42817e-08,0.00254255,0.00155525,2.13436e-05,5.7102e-05,9.67789e-07,3.2241e-06,2.31012e-06,0.0010939,0.00010939
1632,0.000121312,0.00334265,0.00145722,0.00133591,4.98218e-05,0,3.02229e-07,2.79828e+09,0.0002494,1.53401e-05,-9.39091e-05,-1.08576e-05,0.00109891,0.00110968,0.00023443,0,0.0021975,1.65156e-09,2.32614e-07,-1.73581e-07,2.91218e-09,0,1.82831e-10,1.09667e-09,0.00450899,0.0503515,0.0304173,0.0056191,0.0155697,9.22316e-10,0.00146429,1.71283e-05,4.64411e-06,2.64598e-06,4.24348e-06,1.7435e-06,0,4.73263e-10,5.81318e-06,2.39517e-08,0.00254003,0.0015545,2.13384e-05,5.66458e-05,7.64799e-07,3.83031e-06,2.28633e-06,0.0010939,0.00010939
1633,2.99534e-05,0.00345658,0.00139911,0.00136916,4.97991e-05,0,3.63221e-06,2.79746e+09,0.000203061,1.51366e-05,-0.000142078,-6.00822e-05,0.00103055,0.000945806,0.000202962,0,0.00212732,1.92018e-09,2.85801e-07,-2.33361e-07,3.8431e-08,0,3.41799e-10,1.19432e-09,0.00459778,0.0502856,0.030402,0.00558288,0.0155524,8.94181e-10,0.00144926,1.74455e-05,4.19541e-06,3.215e-06,2.35235e-06,1.74271e-06,0,5.64584e-09,3.92597e-06,2.36339e-08,0.00253682,0.00155372,2.09606e-05,5.69353e-05,1.13122e-06,3.92255e-06,2.26286e-06,0.0010939,0.00010939
1634,3.52432e-05,0.00339183,0.00137921,0.00134397,4.97778e-05,0,3.73228e-06,2.79663e+09,0.000216651,1.49402e-05,-0.000150302,-5.55671e-05,0.0010184,0.00101351,0.000227637,0,0.00238931,1.65754e-09,2.58371e-07,-2.1318e-07,3.94996e-08,0,3.60989e-10,8.51204e-10,0.00476041,0.0502209,0.0303864,0.00561374,0.0154584,8.33617e-10,0.00143443,1.73988e-05,4.06907e-06,4.3397e-06,2.3945e-06,1.74196e-06,0,5.70831e-09,4.21181e-06,2.33273e-08,0.00253334,0.00155293,2.11533e-05,5.62569e-05,1.3543e-06,3.01405e-06,2.23969e-06,0.0010939,0.00010939
1635,0.000196634,0.0035915,0.00156484,0.0013682,4.9754e-05,0,6.27281e-06,2.79581e+09,0.000227638,1.47504e-05,-2.27327e-06,5.51696e-05,0.00106789,0.00114755,0.000262561,0,0.00251296,1.68247e-09,2.10259e-07,-1.63657e-07,6.66003e-08,0,2.57661e-10,9.20034e-10,0.00512954,0.0501416,0.0303709,0.00548846,0.015683,7.82692e-10,0.00141978,1.89171e-05,4.52254e-06,3.79935e-06,3.48907e-06,1.74113e-06,0,9.8123e-09,5.05526e-06,2.30309e-08,0.0025298,0.00155214,2.07225e-05,5.82497e-05,6.76427e-07,2.28585e-06,2.21682e-06,0.0010939,0.00010939
1636,0.000164625,0.00352917,0.0014829,0.00131828,4.97331e-05,-1.26454e-23,8.20108e-07,2.79498e+09,0.000214294,1.45666e-05,-1.53233e-05,9.78488e-05,0.00102115,0.000954722,0.000223884,0,0.00211656,1.5153e-09,3.01266e-07,-2.34652e-07,8.43356e-09,0,2.75935e-10,8.99543e-10,0.00404666,0.0500624,0.0303553,0.00544405,0.0158134,8.75891e-10,0.00140532,1.6985e-05,3.95158e-06,2.95288e-06,2.79188e-06,1.7404e-06,-1.14307e-24,1.25747e-09,4.4322e-06,2.27441e-08,0.00252605,0.00155136,2.09034e-05,5.7504e-05,1.14177e-06,2.98414e-06,2.19424e-06,0.0010939,0.00010939
1637,0.000257063,0.0036346,0.00158248,0.00132542,4.971e-05,0,5.67656e-06,2.79415e+09,0.000210579,1.43885e-05,7.61292e-05,0.000132572,0.00109204,0.00092743,0.000205462,0,0.00164609,1.60708e-09,3.0122e-07,-2.24184e-07,6.02325e-08,0,2.4293e-10,1.16061e-09,0.00359994,0.049981,0.0303395,0.00539327,0.0160436,9.62352e-10,0.00139104,1.85851e-05,4.1709e-06,2.45938e-06,2.6174e-06,1.7396e-06,0,8.83413e-09,4.21094e-06,2.24659e-08,0.00252178,0.00155056,2.1079e-05,5.8994e-05,1.07277e-06,3.59078e-06,2.17194e-06,0.0010939,0.00010939
1638,0.000216384,0.00352033,0.0015343,0.00131791,4.96873e-05,0,2.97182e-07,2.79333e+09,0.000247154,1.42156e-05,4.40431e-06,9.10128e-05,0.00113986,0.0011101,0.000243677,0,0.00181181,1.56304e-09,2.44201e-07,-1.78922e-07,2.84783e-09,0,1.78816e-10,1.08365e-09,0.00450899,0.0499617,0.0303247,0.00535425,0.016128,9.25384e-10,0.00137693,1.70819e-05,4.42417e-06,2.38509e-06,4.20657e-06,1.73881e-06,0,4.79657e-10,5.77799e-06,2.21959e-08,0.00251989,0.00154981,2.09702e-05,5.82882e-05,8.02868e-07,4.11906e-06,2.14992e-06,0.0010939,0.00010939
1639,9.43765e-05,0.00352829,0.00144893,0.00135455,4.96648e-05,0,1.55437e-05,2.7925e+09,0.000200811,1.40474e-05,-8.6361e-05,-7.54033e-06,0.00108808,0.00107928,0.000255333,0,0.0018687,1.59256e-09,2.34998e-07,-1.85162e-07,1.65475e-07,0,2.36028e-10,1.00562e-09,0.00451079,0.0499144,0.0303093,0.00532779,0.016137,9.18061e-10,0.00136299,1.73502e-05,4.06747e-06,2.7017e-06,2.42513e-06,1.73802e-06,0,2.33326e-08,3.89392e-06,2.19333e-08,0.00251706,0.00154903,2.07299e-05,5.83374e-05,1.11252e-06,4.46481e-06,2.12815e-06,0.0010939,0.00010939
1640,0.000232202,0.0036948,0.00159308,0.00136087,4.9643e-05,0,5.79152e-06,2.79168e+09,0.000230204,1.38836e-05,3.19666e-05,8.5795e-05,0.00109509,0.00114921,0.000276213,0,0.00232011,1.66877e-09,2.14782e-07,-1.69494e-07,6.14513e-08,0,2.70815e-10,9.7222e-10,0.00512954,0.049863,0.0302937,0.00525812,0.0163114,7.85593e-10,0.00134921,1.89213e-05,4.42185e-06,4.1416e-06,3.44646e-06,1.73726e-06,0,9.32214e-09,5.08392e-06,2.16776e-08,0.00251377,0.00154823,2.0485e-05,5.9834e-05,7.51577e-07,2.95289e-06,2.10664e-06,0.0010939,0.00010939
1641,0.000245246,0.00373948,0.00159657,0.00135132,4.96205e-05,0,5.54691e-06,2.79085e+09,0.000222463,1.37239e-05,5.31329e-05,0.000128225,0.00108491,0.00114325,0.000278811,0,0.0025751,1.51739e-09,2.28115e-07,-1.7933e-07,5.8839e-08,0,2.62784e-10,8.63499e-10,0.00512954,0.0498162,0.0302781,0.00520118,0.0164894,7.85855e-10,0.0013356,1.8225e-05,4.31092e-06,3.8437e-06,3.41924e-06,1.73647e-06,0,9.05837e-09,4.93193e-06,2.14283e-08,0.0025105,0.00154743,2.0528e-05,6.02063e-05,7.99877e-07,2.11773e-06,2.08539e-06,0.0010939,0.00010939
1642,0.000182548,0.00347601,0.00149327,0.00131072,4.95985e-05,0,2.66607e-07,2.79002e+09,0.000231368,1.35681e-05,-1.30563e-05,7.86283e-05,0.00111944,0.00111232,0.000246702,0,0.00242012,1.47929e-09,2.46539e-07,-1.83118e-07,2.51271e-09,0,1.72062e-10,1.02848e-09,0.00450899,0.0498024,0.0302634,0.00522336,0.0164891,9.27649e-10,0.00132214,1.66532e-05,4.37805e-06,2.71746e-06,4.18887e-06,1.7357e-06,0,4.34567e-10,5.48073e-06,2.1185e-08,0.00250844,0.00154668,2.06541e-05,5.92572e-05,7.97705e-07,2.51355e-06,2.06437e-06,0.0010939,0.00010939
1643,0.000134259,0.00355827,0.00146882,0.00133456,4.95773e-05,0,8.98303e-07,2.7892e+09,0.000209163,1.34158e-05,-3.96408e-05,3.26957e-05,0.00109009,0.00103486,0.000233615,0,0.00174519,1.55749e-09,2.64521e-07,-2.06682e-07,9.25091e-09,0,2.09152e-10,1.05501e-09,0.00411171,0.0497675,0.0302481,0.00526297,0.0164656,9.56768e-10,0.00130884,1.73778e-05,4.09049e-06,1.81079e-06,2.9256e-06,1.73496e-06,0,1.41949e-09,4.406e-06,2.09472e-08,0.00250555,0.0015459,2.07436e-05,5.91992e-05,1.04895e-06,3.57593e-06,2.0436e-06,0.0010939,0.00010939
1644,0.000107684,0.00350168,0.00143039,0.00132271,4.95557e-05,0,6.48825e-08,2.78837e+09,0.000214319,1.32668e-05,-7.04117e-05,-1.71992e-06,0.00104794,0.00101867,0.0002091,0,0.00193911,1.5687e-09,2.6293e-07,-2.04371e-07,3.60795e-10,0,1.39575e-10,1.17717e-09,0.00412989,0.0497688,0.0302335,0.00535699,0.0163207,9.7809e-10,0.00129568,1.69502e-05,4.20809e-06,2.8563e-06,3.66936e-06,1.7342e-06,0,9.51014e-11,5.04632e-06,2.07145e-08,0.00250363,0.00154515,2.0823e-05,5.87019e-05,9.77896e-07,3.56352e-06,2.02305e-06,0.0010939,0.00010939
1645,0.000194875,0.00363831,0.00156027,0.0013654,4.9534e-05,0,5.51667e-06,2.78755e+09,0.000228065,1.31209e-05,-2.29335e-06,4.48636e-05,0.00108469,0.00114983,0.000277123,0,0.00200436,1.85789e-09,2.12231e-07,-1.66064e-07,5.85163e-08,0,2.77982e-10,1.13865e-09,0.00512954,0.049729,0.0302182,0.00531988,0.0164159,7.84598e-10,0.00128267,1.88067e-05,4.57111e-06,3.27771e-06,3.45919e-06,1.73344e-06,0,8.90976e-09,5.03923e-06,2.04866e-08,0.00250095,0.00154436,2.07638e-05,5.97698e-05,6.1007e-07,2.55878e-06,2.00274e-06,0.0010939,0.00010939
1646,0.00010705,0.003528,0.00147086,0.00136381,4.9511e-05,0,9.49748e-07,2.78672e+09,0.000219096,1.29778e-05,-7.64623e-05,3.85277e-05,0.00112286,0.00106024,0.000207021,0,0.0016069,1.26579e-09,2.96325e-07,-2.19797e-07,9.80274e-09,0,2.39124e-10,8.59914e-10,0.00375441,0.0496836,0.030203,0.00528677,0.0164384,9.04564e-10,0.0012698,1.69994e-05,4.34544e-06,2.33626e-06,3.9385e-06,1.73264e-06,0,1.43525e-09,5.17666e-06,2.02632e-08,0.00249838,0.00154357,2.05857e-05,5.89151e-05,1.00674e-06,3.45005e-06,1.98265e-06,0.0010939,0.00010939
1647,0.000262352,0.00376936,0.00161907,0.00135672,4.94895e-05,0,5.47157e-06,2.7859e+09,0.000214763,1.28375e-05,7.87697e-05,0.000102147,0.00110196,0.00116333,0.00027603,0,0.0022713,1.65788e-09,2.09995e-07,-1.63133e-07,5.80325e-08,0,2.54968e-10,9.81036e-10,0.00512954,0.0496319,0.0301876,0.00523396,0.0166419,7.82373e-10,0.00125707,1.86813e-05,4.45572e-06,3.41554e-06,3.43009e-06,1.73188e-06,0,8.91774e-09,4.83509e-06,2.00442e-08,0.00249558,0.00154278,2.05401e-05,6.05001e-05,7.18838e-07,2.36232e-06,1.96277e-06,0.0010939,0.00010939
1648,3.67394e-05,0.00353655,0.00137763,0.00134089,4.94685e-05,0,6.85685e-06,2.78507e+09,0.000198004,1.26998e-05,-0.000131353,-3.96813e-05,0.00102676,0.000965434,0.000182877,0,0.00163952,1.52252e-09,3.42374e-07,-2.45937e-07,7.28068e-08,0,3.44853e-10,1.00542e-09,0.00360601,0.049602,0.0301721,0.0053708,0.0164239,8.45662e-10,0.00124448,1.63573e-05,3.64567e-06,2.41346e-06,2.79424e-06,1.73114e-06,0,1.1326e-08,4.1907e-06,1.98292e-08,0.00249302,0.001542,2.08265e-05,5.88977e-05,1.39845e-06,3.30258e-06,1.94312e-06,0.0010939,0.00010939
1649,0.000168828,0.0034697,0.00149105,0.00132222,4.94469e-05,0,6.76647e-06,2.78424e+09,0.000221499,1.25645e-05,-2.25549e-05,3.8561e-05,0.00104851,0.00104242,0.000260988,0,0.00203497,2.17401e-09,2.75662e-07,-2.15425e-07,7.18456e-08,0,3.62641e-10,1.39659e-09,0.00450625,0.0495558,0.0301566,0.00542707,0.0164114,8.71354e-10,0.00123203,1.84233e-05,4.25948e-06,2.7303e-06,3.48325e-06,1.73038e-06,0,1.06747e-08,4.82639e-06,1.96178e-08,0.00249,0.0015412,2.13003e-05,5.97857e-05,9.66232e-07,3.03972e-06,1.92367e-06,0.0010939,0.00010939
1650,9.39174e-05,0.00349169,0.00142011,0.00132619,4.94242e-05,0,6.91132e-08,2.78342e+09,0.000204125,1.24314e-05,-7.32836e-05,-8.8796e-06,0.00101997,0.00103415,0.000204867,0,0.00223302,1.5295e-09,2.57991e-07,-2.01404e-07,4.07815e-10,0,1.27409e-10,1.14173e-09,0.00412989,0.049563,0.0301423,0.0054908,0.016287,9.76605e-10,0.00121971,1.62239e-05,4.18245e-06,3.23746e-06,3.67539e-06,1.72959e-06,0,1.03187e-10,4.84999e-06,1.94102e-08,0.00248918,0.00154048,2.12552e-05,5.85262e-05,9.5315e-07,2.56517e-06,1.90443e-06,0.0010939,0.00010939
1651,3.23886e-05,0.00329089,0.00136397,0.00133158,4.94044e-05,0,2.44173e-06,2.78259e+09,0.000199477,1.23005e-05,-0.000132426,-6.83333e-05,0.00101451,0.000961963,0.000217149,0,0.00153151,1.51183e-09,2.40564e-07,-1.96635e-07,2.57197e-08,0,2.28201e-10,9.8131e-10,0.00389423,0.0495537,0.0301275,0.0056481,0.0160264,9.56208e-10,0.00120752,1.68777e-05,4.20804e-06,1.62666e-06,2.35744e-06,1.72889e-06,0,3.95314e-09,3.87441e-06,1.92058e-08,0.00248748,0.00153972,2.15467e-05,5.75368e-05,1.01944e-06,3.42306e-06,1.8854e-06,0.0010939,0.00010939
1652,-2.25766e-05,0.00334982,0.00133401,0.00135659,4.93833e-05,0,3.18787e-06,2.78177e+09,0.000184062,1.21717e-05,-0.000172615,-0.000110478,0.000999308,0.000962106,0.000203729,0,0.00212597,1.92779e-09,2.83337e-07,-2.28908e-07,3.36834e-08,0,3.136e-10,1.21252e-09,0.00459778,0.0495393,0.0301128,0.00573217,0.0158037,8.90839e-10,0.00119545,1.70266e-05,4.33529e-06,2.88837e-06,2.37175e-06,1.72814e-06,0,5.10986e-09,3.57437e-06,1.90045e-08,0.00248604,0.00153896,2.12978e-05,5.7444e-05,9.31029e-07,3.06905e-06,1.86656e-06,0.0010939,0.00010939
1653,-5.21623e-05,0.00308436,0.00124796,0.00130012,4.9364e-05,0,4.3599e-06,2.78094e+09,0.000189113,1.20447e-05,-0.000208316,-0.00012183,0.000934842,0.000942891,0.000233305,0,0.00319489,1.93875e-09,2.53417e-07,-2.02365e-07,4.61889e-08,0,3.36452e-10,1.15832e-09,0.00548821,0.0495501,0.0300985,0.00596229,0.015374,8.33766e-10,0.00118351,1.57212e-05,4.0124e-06,4.36492e-06,2.23728e-06,1.72745e-06,0,6.88277e-09,3.6246e-06,1.88063e-08,0.00248495,0.00153823,2.18312e-05,5.51316e-05,9.44729e-07,1.54379e-06,1.84792e-06,0.0010939,0.00010939
1654,1.53838e-05,0.00320387,0.00134943,0.00133405,4.93416e-05,0,9.06054e-07,2.78011e+09,0.000186513,1.19195e-05,-0.000134613,-7.95704e-05,0.000962023,0.000987307,0.0002089,0,0.00211593,1.68089e-09,2.70482e-07,-2.10845e-07,9.35627e-09,0,2.6591e-10,9.54176e-10,0.00404666,0.0494913,0.0300838,0.00595116,0.0153288,8.74055e-10,0.0011717,1.74133e-05,4.34467e-06,2.04576e-06,2.86417e-06,1.72667e-06,0,1.3516e-09,3.95095e-06,1.86109e-08,0.00248254,0.00153746,2.1745e-05,5.60794e-05,5.59227e-07,2.16642e-06,1.82947e-06,0.0010939,0.00010939
1655,-8.46305e-06,0.00314985,0.00128723,0.00129569,4.93191e-05,0,6.72874e-06,2.77929e+09,0.000178069,1.17962e-05,-0.000155737,-9.36414e-05,0.000965185,0.000915234,0.000206019,0,0.00260077,1.65463e-09,2.57615e-07,-2.092e-07,7.14664e-08,0,2.40517e-10,1.07772e-09,0.00481767,0.0494574,0.0300696,0.00598776,0.0151896,8.99168e-10,0.00116,1.55203e-05,4.1111e-06,2.68162e-06,2.48798e-06,1.72588e-06,0,9.57794e-09,3.54039e-06,1.84184e-08,0.00248097,0.00153673,2.1819e-05,5.49522e-05,1.07961e-06,2.24403e-06,1.81121e-06,0.0010939,0.00010939
1656,5.43786e-05,0.00331331,0.00141037,0.00135599,4.92962e-05,0,4.98993e-06,2.77846e+09,0.000209184,1.16746e-05,-0.000122174,-5.00364e-05,0.00107138,0.00107885,0.000187276,0,0.00143363,1.4488e-09,2.6935e-07,-2.02809e-07,5.29215e-08,0,2.43998e-10,9.32826e-10,0.00375441,0.0493909,0.0300548,0.0058657,0.0152751,9.03393e-10,0.00114843,1.7103e-05,4.51489e-06,1.58879e-06,4.00313e-06,1.72509e-06,0,6.93632e-09,5.05013e-06,1.82285e-08,0.00247899,0.00153597,2.12468e-05,5.55236e-05,8.62954e-07,3.32819e-06,1.79314e-06,0.0010939,0.00010939
1657,6.19661e-05,0.00339132,0.00138608,0.00132411,4.92735e-05,0,4.56211e-06,2.77764e+09,0.000182612,1.15547e-05,-8.74889e-05,-4.98651e-05,0.000996524,0.0010516,0.00021509,0,0.00229303,1.70114e-09,2.43358e-07,-1.9855e-07,4.83548e-08,0,3.30012e-10,8.84219e-10,0.00476041,0.0493254,0.0300395,0.00582726,0.0153106,8.3509e-10,0.00113698,1.65666e-05,4.06841e-06,3.5763e-06,2.38565e-06,1.7243e-06,0,6.71944e-09,3.64987e-06,1.80413e-08,0.00247669,0.00153519,2.12621e-05,5.55033e-05,1.28968e-06,2.33363e-06,1.77527e-06,0.0010939,0.00010939
1658,6.24348e-05,0.00319686,0.00136823,0.0013058,4.92519e-05,0,1.67978e-07,2.77681e+09,0.000190672,1.14364e-05,-9.059e-05,-6.24805e-05,0.00104225,0.001073,0.000266019,0,0.0029145,2.06477e-09,2.34774e-07,-1.79549e-07,1.48565e-09,0,2.87597e-10,1.22156e-09,0.00519326,0.0492971,0.030025,0.00580667,0.0152877,8.59912e-10,0.00112565,1.60889e-05,4.38247e-06,3.502e-06,3.30424e-06,1.72354e-06,0,2.39588e-10,4.29208e-06,1.78566e-08,0.00247538,0.00153446,2.10983e-05,5.54905e-05,1.09731e-06,1.48737e-06,1.75757e-06,0.0010939,0.00010939
1659,7.78831e-05,0.00318708,0.00134469,0.0012668,4.92303e-05,0,4.49608e-05,2.77599e+09,0.000190694,1.13196e-05,-0.000119861,-3.24406e-05,0.000974017,0.000988024,0.00023317,0,0.0026347,2.28952e-09,2.79561e-07,-2.29581e-07,4.79276e-07,0,3.76984e-10,1.36145e-09,0.00508987,0.0492276,0.0300098,0.00577308,0.0152897,8.47346e-10,0.00111443,1.6914e-05,3.93966e-06,2.4821e-06,2.48416e-06,1.72278e-06,0,6.42221e-08,3.71959e-06,1.76743e-08,0.00247214,0.00153369,2.13827e-05,5.58237e-05,1.05943e-06,1.84994e-06,1.74006e-06,0.0010939,0.00010939
1660,-8.80594e-07,0.0032273,0.0012794,0.00128028,4.92084e-05,0,8.61395e-08,2.77516e+09,0.000173502,1.12044e-05,-0.000136465,-7.5068e-05,0.000946609,0.000857731,0.00015338,0,0.0021043,1.72361e-09,3.1627e-07,-2.52655e-07,6.13261e-10,0,3.12905e-10,1.19085e-09,0.00380993,0.0492342,0.0299962,0.00577748,0.015161,9.02999e-10,0.00110333,1.53047e-05,3.91491e-06,2.40274e-06,2.62271e-06,1.72202e-06,0,1.54453e-10,3.64467e-06,1.74944e-08,0.00247146,0.00153299,2.11116e-05,5.47607e-05,1.02238e-06,2.16806e-06,1.72272e-06,0.0010939,0.00010939
1661,0.000109773,0.0032899,0.00143224,0.00132247,4.91853e-05,0,5.61129e-08,2.77433e+09,0.00020823,1.10906e-05,-6.04186e-05,-1.94179e-05,0.00105108,0.001145,0.000223263,0,0.00166936,1.13645e-09,2.12663e-07,-1.6082e-07,2.95167e-10,0,9.87281e-11,7.2634e-10,0.0041004,0.0491886,0.0299813,0.00570004,0.0152421,9.38127e-10,0.00109234,1.73784e-05,4.5282e-06,1.64469e-06,3.90008e-06,1.72121e-06,0,8.99306e-11,4.92621e-06,1.73167e-08,0.00246929,0.00153222,2.10002e-05,5.58247e-05,7.14993e-07,2.8604e-06,1.70556e-06,0.0010939,0.00010939
1662,9.26114e-05,0.00323918,0.00138999,0.00129738,4.91629e-05,0,1.5826e-07,2.77351e+09,0.000195971,1.09782e-05,-6.53327e-05,-3.56302e-05,0.00106039,0.00106413,0.000269275,0,0.0026714,2.06713e-09,2.31837e-07,-1.8025e-07,1.38392e-09,0,2.87034e-10,1.24667e-09,0.00519326,0.0491556,0.0299667,0.0056569,0.0152713,8.61448e-10,0.00108146,1.5802e-05,4.39426e-06,3.32825e-06,3.32133e-06,1.72043e-06,0,2.26094e-10,4.39497e-06,1.71412e-08,0.00246785,0.00153147,2.08465e-05,5.53774e-05,1.13915e-06,1.91882e-06,1.68858e-06,0.0010939,0.00010939
1663,6.72097e-05,0.00328298,0.00136592,0.00129871,4.91401e-05,0,6.35737e-08,2.77268e+09,0.000197103,1.08672e-05,-9.16835e-05,-1.11336e-05,0.000976604,0.0010357,0.000193166,0,0.00219005,1.55164e-09,2.52985e-07,-1.9805e-07,3.73409e-10,0,1.2043e-10,1.14401e-09,0.00412989,0.0491202,0.0299521,0.00561323,0.015277,9.71132e-10,0.0010707,1.63916e-05,3.95371e-06,2.50432e-06,3.66118e-06,1.71964e-06,0,9.58528e-11,4.66977e-06,1.69679e-08,0.00246598,0.00153073,2.07357e-05,5.53549e-05,9.70207e-07,2.15189e-06,1.67178e-06,0.0010939,0.00010939
1664,0.000136049,0.00329008,0.00141735,0.0012813,4.91194e-05,0,1.40318e-06,2.77186e+09,0.000199869,1.07575e-05,-2.68613e-05,1.57796e-05,0.00103256,0.00108658,0.000233794,0,0.00229064,2.05047e-09,2.27441e-07,-1.79247e-07,1.46619e-08,0,2.69443e-10,1.37206e-09,0.00524695,0.0490807,0.0299374,0.00556923,0.0153518,8.12961e-10,0.00106004,1.66538e-05,4.20005e-06,2.33534e-06,3.13541e-06,1.71891e-06,0,2.18315e-09,4.32562e-06,1.67967e-08,0.00246383,0.00152998,2.07422e-05,5.56798e-05,9.64426e-07,2.16406e-06,1.65514e-06,0.0010939,0.00010939
1665,0.000160189,0.00336314,0.00143459,0.0012744,4.90946e-05,0,1.26266e-05,2.77103e+09,0.00017798,1.06492e-05,8.02799e-06,7.40583e-05,0.00102664,0.00106884,0.000225666,0,0.00244944,1.57311e-09,2.52532e-07,-1.95885e-07,1.34377e-07,0,2.08086e-10,1.01364e-09,0.00439161,0.04902,0.0299222,0.00551669,0.0154912,9.65562e-10,0.0010495,1.71296e-05,4.15665e-06,2.63083e-06,2.71182e-06,1.71805e-06,0,1.96019e-08,3.70369e-06,1.66275e-08,0.00246083,0.00152921,2.09899e-05,5.64987e-05,9.16295e-07,2.14962e-06,1.63867e-06,0.0010939,0.00010939
1666,0.000185546,0.0034463,0.00150188,0.00131634,4.90736e-05,0,4.95426e-08,2.7702e+09,0.000208666,1.05421e-05,1.53617e-05,5.68005e-05,0.0010845,0.00114819,0.000231849,0,0.00155713,1.15976e-09,2.22485e-07,-1.65475e-07,2.18937e-10,0,1.29764e-10,7.59116e-10,0.0041004,0.0489886,0.0299075,0.00541774,0.0156548,9.44732e-10,0.00103906,1.67312e-05,4.28851e-06,1.36158e-06,3.85312e-06,1.71732e-06,0,8.26948e-11,4.91286e-06,1.64604e-08,0.00245933,0.00152845,2.05976e-05,5.68717e-05,9.26644e-07,3.01936e-06,1.62237e-06,0.0010939,0.00010939
